GPSTimeOfFixUTC,Latitude,Longitude,WindSpeed,WindDirection,Temperature,Pressure,Speed m_per_s
2023-04-11 16:04:14.100,40.38381833333333,-74.62296666666667,3.9,115.4,20.6,1019.30000361,16.34903032
2023-04-11 16:04:15.100,40.38395833333333,-74.62302833333334,2.8,106.7,20.6,1019.30000361,16.791452160000002
2023-04-11 16:04:16.100,40.384103333333336,-74.623095,2.4,108.4,20.6,1019.30000361,17.13612964
2023-04-11 16:04:17.100,40.384255,-74.62316666666666,2.8,60.8,20.5,1019.2017983,18.00554
2023-04-11 16:04:18.100,40.38440833333333,-74.62324333333333,3.2,61.1,20.5,1019.2017983,18.499406240000003
2023-04-11 16:04:19.100,40.38456,-74.62333333333333,5.8,86.4,20.5,1019.2017983,18.52512844
2023-04-11 16:04:20.100,40.384706666666666,-74.62343833333334,6.9,79.8,20.5,1019.2017983,18.74119492
2023-04-11 16:04:21.100,40.38485,-74.62355833333334,8.9,74.3,20.5,1019.2017983,18.81321708
2023-04-11 16:04:22.100,40.38499,-74.62368666666667,9.3,72.7,20.5,1019.2017983,18.78235044
2023-04-11 16:04:23.100,40.385125,-74.623825,8.1,65.7,20.5,1019.1002066,18.92639476
2023-04-11 16:04:24.100,40.38525333333333,-74.62397333333334,8.0,73.2,20.5,1019.2017983,18.94182808
2023-04-11 16:04:25.100,40.385376666666666,-74.62412666666667,9.1,62.5,20.5,1019.2017983,18.792639320000003
2023-04-11 16:04:26.100,40.385495,-74.62428833333334,7.6,55.9,20.5,1019.2017983,18.64345056
2023-04-11 16:04:27.100,40.38560833333333,-74.624455,7.6,58.0,20.5,1019.40159531,18.72061716
2023-04-11 16:04:28.100,40.385715,-74.624625,8.1,52.9,20.5,1019.49980062,18.57657284
2023-04-11 16:04:29.100,40.385821666666665,-74.624795,5.9,50.2,20.5,1019.60139232,18.42223964
2023-04-11 16:04:30.100,40.385925,-74.62496166666666,4.9,45.8,20.5,1019.60139232,18.134151
2023-04-11 16:04:31.100,40.386026666666666,-74.625125,3.8,51.7,20.5,1019.69959763,17.6968736
2023-04-11 16:04:32.100,40.38612833333333,-74.62528166666667,2.7,58.8,20.5,1019.60139232,17.06410748
2023-04-11 16:04:33.100,40.386226666666666,-74.62542833333333,2.4,72.5,20.5,1019.80118933,16.44677468
2023-04-11 16:04:34.100,40.386325,-74.62556,1.3,239.8,20.5,1019.80118933,15.20696464
2023-04-11 16:04:35.100,40.38642166666666,-74.62567,3.7,238.8,20.6,1019.89939464,13.63791044
2023-04-11 16:04:36.100,40.386515,-74.62575333333334,5.4,224.3,20.6,1019.89939464,11.446379
2023-04-11 16:04:37.100,40.386595,-74.625805,5.0,225.4,20.6,1019.89939464,8.7712702
2023-04-11 16:04:38.100,40.38665,-74.62582833333333,5.6,240.3,20.6,1019.89939464,6.04986144
2023-04-11 16:04:39.100,40.38669333333333,-74.62582,7.6,236.2,20.6,1020.00098634,4.25959632
2023-04-11 16:04:40.100,40.38672833333333,-74.62580833333334,4.7,245.8,20.6,1020.09919165,3.6525524
2023-04-11 16:04:41.100,40.38676,-74.62579833333334,1.2,234.8,20.6,1020.09919165,3.38504152
2023-04-11 16:04:42.100,40.38679166666667,-74.62579333333333,1.2,191.1,20.6,1020.20078335,3.77601896
2023-04-11 16:04:43.100,40.38683,-74.62579166666667,1.4,170.3,20.6,1020.20078335,4.57340716
2023-04-11 16:04:44.100,40.38687333333333,-74.62579333333333,1.5,161.3,20.6,1020.29898866,5.07241784
2023-04-11 16:04:45.100,40.38692,-74.62580333333334,1.7,153.1,20.6,1020.29898866,5.2216066
2023-04-11 16:04:46.100,40.386965,-74.62581833333333,1.8,148.4,20.6,1020.29898866,5.3244954
2023-04-11 16:04:47.100,40.38700333333333,-74.62584,2.0,143.6,20.6,1020.29898866,4.83062916
2023-04-11 16:04:48.100,40.38703666666667,-74.62586666666667,1.6,128.7,20.6,1020.40058036,4.316185160000001
2023-04-11 16:04:49.100,40.38706333333333,-74.62589833333334,2.4,70.2,20.6,1020.50217206,3.27700828
2023-04-11 16:04:50.100,40.387078333333335,-74.62592333333333,1.7,93.1,20.6,1020.50217206,2.25326472
2023-04-11 16:04:51.100,40.38708166666667,-74.62594333333334,1.3,128.4,20.6,1020.60037737,1.43015432
2023-04-11 16:04:52.100,40.38708166666667,-74.62595666666667,1.5,126.4,20.6,1020.70196907,1.06489908
2023-04-11 16:04:53.100,40.38708166666667,-74.62596333333333,1.7,124.1,20.6,1020.80017438,0.8128215200000001
2023-04-11 16:04:54.100,40.38708166666667,-74.62597166666667,1.6,141.0,20.6,1020.80017438,0.70993272
2023-04-11 16:04:55.100,40.38708,-74.62598333333334,1.7,160.1,20.6,1020.80017438,1.11119904
2023-04-11 16:04:56.100,40.38707333333333,-74.62599666666667,1.7,170.5,20.6,1020.80017438,0.75108824
2023-04-11 16:04:57.100,40.38707,-74.62600333333333,1.6,187.0,20.7,1020.90176608,0.73051048
2023-04-11 16:04:58.100,40.38706833333333,-74.62601,2.3,197.4,20.7,1020.90176608,0.0771666
2023-04-11 16:04:59.100,40.38706833333333,-74.62601166666667,2.4,203.4,20.7,1020.80017438,0.02057776
2023-04-11 16:05:00.100,40.38706666666667,-74.62601333333333,1.2,210.3,20.7,1020.60037737,0.0
2023-04-11 16:05:01.100,40.387058333333336,-74.626035,0.9,236.2,20.7,1020.60037737,2.83973088
2023-04-11 16:05:02.100,40.387035,-74.62606166666667,1.3,296.6,20.7,1020.60037737,3.71428568
2023-04-11 16:05:03.100,40.386995,-74.626075,1.7,261.1,20.7,1020.60037737,5.23703992
2023-04-11 16:05:04.100,40.386945,-74.62606166666667,2.6,96.1,20.7,1020.60037737,6.754649720000001
2023-04-11 16:05:05.100,40.38688333333333,-74.62603,6.4,54.1,20.7,1020.60037737,8.488326
2023-04-11 16:05:06.100,40.386806666666665,-74.62598833333334,6.2,53.5,20.7,1020.50217206,9.96478028
2023-04-11 16:05:07.100,40.38672,-74.625935,5.0,76.9,20.7,1020.40058036,11.37950128
2023-04-11 16:05:08.100,40.386625,-74.62587666666667,3.9,95.0,20.7,1020.40058036,11.791056480000002
2023-04-11 16:05:09.100,40.38652666666667,-74.62581166666666,5.1,70.9,20.7,1020.20078335,12.30550048
2023-04-11 16:05:10.100,40.38643,-74.625735,4.8,60.5,20.7,1020.20078335,12.737633440000002
2023-04-11 16:05:11.100,40.38633333333333,-74.625645,3.7,76.4,20.7,1020.09919165,13.29323296
2023-04-11 16:05:12.100,40.38624166666666,-74.62553666666666,3.1,62.9,20.7,1020.00098634,13.65334376
2023-04-11 16:05:13.100,40.386155,-74.62541166666666,2.4,60.7,20.7,1019.89939464,14.45073196
2023-04-11 16:05:14.100,40.38606833333333,-74.62527666666666,1.5,63.6,20.7,1019.89939464,14.96003152
2023-04-11 16:05:15.100,40.38597833333333,-74.62513,1.9,53.2,20.7,1019.80118933,15.72655308
2023-04-11 16:05:16.100,40.38588833333333,-74.62498,1.3,34.1,20.7,1019.69959763,16.204986
2023-04-11 16:05:17.100,40.38579666666666,-74.62482833333334,0.6,72.1,20.7,1019.60139232,16.47249688
2023-04-11 16:05:18.100,40.38570166666667,-74.624675,0.5,190.7,20.7,1019.40159531,16.724574439999998
2023-04-11 16:05:19.100,40.385605,-74.62452333333333,1.2,202.4,20.7,1019.30000361,16.96636312
2023-04-11 16:05:20.100,40.38550666666666,-74.62437166666666,1.2,191.4,20.7,1019.1002066,16.89434096
2023-04-11 16:05:21.100,40.38540166666667,-74.62422,2.4,213.7,20.7,1018.90040959,17.19786292
2023-04-11 16:05:22.100,40.38529333333334,-74.62407333333333,3.0,226.4,20.7,1018.80220428,17.187574039999998
2023-04-11 16:05:23.100,40.385178333333336,-74.623935,4.0,234.7,20.8,1018.80220428,17.51167376
2023-04-11 16:05:24.100,40.385055,-74.62380166666667,3.1,241.7,20.8,1018.80220428,17.68144028
2023-04-11 16:05:25.100,40.384926666666665,-74.62367333333333,3.0,243.6,20.8,1018.80220428,18.00039556
2023-04-11 16:05:26.100,40.384791666666665,-74.62355333333333,3.1,236.3,20.8,1018.80220428,18.11357324
2023-04-11 16:05:27.100,40.38465,-74.623445,3.7,243.9,20.8,1019.1002066,18.10328436
2023-04-11 16:05:28.100,40.38450666666667,-74.62334833333334,4.0,233.9,20.8,1019.2017983,18.02097332
2023-04-11 16:05:29.100,40.384355,-74.623265,5.9,231.3,20.8,1019.2017983,18.04155108
2023-04-11 16:05:30.100,40.38420166666667,-74.62319,5.6,236.2,20.8,1019.2017983,18.27819532
2023-04-11 16:05:31.100,40.38404833333333,-74.62311833333334,2.7,230.3,20.8,1019.2017983,18.06727328
2023-04-11 16:05:32.100,40.38389166666666,-74.62304833333333,3.2,206.3,20.8,1019.2017983,18.37079524
2023-04-11 16:05:33.100,40.38373333333333,-74.62298166666666,2.6,190.0,20.8,1019.2017983,18.442817400000003
2023-04-11 16:05:34.100,40.38357333333333,-74.62291166666667,2.0,171.7,20.7,1019.2017983,18.648595
2023-04-11 16:05:35.100,40.38341166666667,-74.62284333333334,0.5,60.5,20.7,1019.2017983,18.65373944
2023-04-11 16:05:36.100,40.38325,-74.62277666666667,0.7,83.6,20.7,1019.2017983,18.8543726
2023-04-11 16:05:37.100,40.38308666666666,-74.62271166666666,1.3,81.6,20.7,1019.2017983,18.90067256
2023-04-11 16:05:38.100,40.38292333333333,-74.622645,1.0,100.1,20.6,1019.1002066,19.03957244
2023-04-11 16:05:39.100,40.382758333333335,-74.62258,3.2,75.2,20.6,1019.1002066,19.157894560000003
2023-04-11 16:05:40.100,40.38259333333333,-74.62251166666667,3.8,91.1,20.6,1018.90040959,19.337949960000003
2023-04-11 16:05:41.100,40.38242666666667,-74.62244333333334,5.8,100.7,20.6,1018.90040959,19.39968324
2023-04-11 16:05:42.100,40.38226,-74.622375,2.6,88.3,20.6,1018.90040959,19.4459832
2023-04-11 16:05:43.100,40.38209333333333,-74.62230333333333,2.6,41.1,20.6,1018.80220428,19.39968324
2023-04-11 16:05:44.100,40.381926666666665,-74.62223333333333,4.1,32.8,20.6,1018.90040959,19.36367216
2023-04-11 16:05:45.100,40.38176,-74.62216333333333,2.3,52.4,20.5,1018.90040959,19.3430944
2023-04-11 16:05:46.100,40.381593333333335,-74.622095,2.2,75.0,20.5,1018.90040959,19.37910548
2023-04-11 16:05:47.100,40.38142833333333,-74.62202333333333,2.4,88.8,20.5,1018.80220428,19.18361676
2023-04-11 16:05:48.100,40.381265,-74.62195333333334,2.9,93.5,20.5,1018.80220428,19.12188348
2023-04-11 16:05:49.100,40.381101666666666,-74.621885,2.4,96.1,20.5,1018.80220428,18.84408372
2023-04-11 16:05:50.100,40.380943333333335,-74.62181833333334,1.4,95.9,20.5,1018.80220428,17.78432908
2023-04-11 16:05:51.100,40.3808,-74.62175833333333,1.1,78.2,20.6,1018.90040959,15.63395316
2023-04-11 16:05:52.100,40.380676666666666,-74.621715,0.8,192.4,20.6,1019.00200129,12.99485544
2023-04-11 16:05:53.100,40.38057333333333,-74.62169333333334,1.2,216.6,20.6,1019.00200129,10.25801336
2023-04-11 16:05:54.100,40.380496666666666,-74.62168333333334,1.3,213.0,20.6,1019.00200129,7.36683808
2023-04-11 16:05:55.100,40.380445,-74.62167666666667,1.3,191.9,20.6,1019.2017983,5.2216066
2023-04-11 16:05:56.100,40.380415,-74.62167,1.6,170.4,20.6,1019.30000361,2.2686980400000003
2023-04-11 16:05:57.100,40.3804,-74.621665,1.0,196.1,20.7,1019.60139232,1.19865452
2023-04-11 16:05:58.100,40.38039,-74.62166,1.2,225.9,20.7,1019.69959763,1.88800948
2023-04-11 16:05:59.100,40.38037,-74.62164,1.2,252.7,20.7,1019.80118933,3.53423028
2023-04-11 16:06:00.100,40.38033833333333,-74.62161166666667,0.6,272.2,20.7,1020.00098634,5.20617328
2023-04-11 16:06:01.100,40.38028166666667,-74.62159166666666,1.1,255.3,20.7,1019.89939464,7.09418276
2023-04-11 16:06:02.100,40.38021,-74.62157333333333,1.6,259.0,20.7,1020.00098634,8.894736759999999
2023-04-11 16:06:03.100,40.38012666666667,-74.62155333333334,1.5,292.7,20.7,1020.00098634,10.17570232
2023-04-11 16:06:04.100,40.380025,-74.62153833333333,1.4,271.6,20.7,1020.00098634,11.43609012
2023-04-11 16:06:05.100,40.379911666666665,-74.621525,0.4,332.1,20.7,1020.00098634,12.57301136
2023-04-11 16:06:06.100,40.37979166666667,-74.62151333333334,1.1,13.0,20.7,1020.00098634,13.62762156
2023-04-11 16:06:07.100,40.37966,-74.62150166666666,0.4,322.2,20.7,1020.00098634,14.620498480000002
2023-04-11 16:06:08.100,40.37952166666667,-74.62149333333333,0.9,343.2,20.7,1020.00098634,15.39730892
2023-04-11 16:06:09.100,40.379375,-74.62148666666667,1.3,334.4,20.7,1020.00098634,15.90146404
2023-04-11 16:06:10.100,40.379223333333336,-74.62148333333333,2.7,0.0,20.7,1020.00098634,16.88919652
2023-04-11 16:06:11.100,40.37907,-74.62148,1.4,35.0,20.7,1019.89939464,16.781163279999998
2023-04-11 16:06:12.100,40.37891833333333,-74.62147666666667,1.6,28.2,20.7,1019.89939464,16.65255228
2023-04-11 16:06:13.100,40.37877,-74.62147333333333,1.1,73.7,20.7,1020.00098634,16.19984156
2023-04-11 16:06:14.100,40.378625,-74.62147333333333,0.9,96.4,20.7,1019.89939464,15.8705974
2023-04-11 16:06:15.100,40.378483333333335,-74.62147166666666,0.9,115.6,20.7,1020.00098634,15.50534216
2023-04-11 16:06:16.100,40.378346666666665,-74.62146833333334,1.2,40.5,20.7,1020.00098634,15.22239796
2023-04-11 16:06:17.100,40.378215,-74.621465,1.9,91.2,20.7,1020.00098634,14.7645428
2023-04-11 16:06:18.100,40.37809833333333,-74.62146166666666,1.6,107.5,20.7,1020.20078335,12.00197852
2023-04-11 16:06:19.100,40.378,-74.62146,1.6,139.9,20.8,1020.29898866,9.903047
2023-04-11 16:06:20.100,40.37791833333333,-74.621455,1.6,132.8,20.8,1020.40058036,8.04075972
2023-04-11 16:06:21.100,40.37785333333333,-74.62145333333333,1.9,132.4,20.8,1020.60037737,6.52829436
2023-04-11 16:06:22.100,40.377795,-74.62145166666667,2.0,132.5,20.8,1020.60037737,6.70834976
2023-04-11 16:06:23.100,40.37773,-74.62144833333333,1.2,103.2,20.8,1020.70196907,7.89157096
2023-04-11 16:06:24.100,40.37765666666667,-74.62145,1.7,65.7,20.9,1020.70196907,9.00277
2023-04-11 16:06:25.100,40.37757166666667,-74.62144833333333,2.3,72.0,20.9,1020.70196907,9.92362476
2023-04-11 16:06:26.100,40.37748,-74.62144833333333,1.7,85.0,20.9,1020.60037737,10.53581312
2023-04-11 16:06:27.100,40.37738333333333,-74.62144666666667,2.0,105.3,20.9,1020.50217206,10.51523536
2023-04-11 16:06:28.100,40.377291666666665,-74.62144666666667,2.2,120.5,20.9,1020.60037737,9.79501376
2023-04-11 16:06:29.100,40.377205,-74.62144333333333,2.9,111.9,20.9,1020.60037737,9.21369204
2023-04-11 16:06:30.100,40.37712333333333,-74.62144,2.4,105.4,21.0,1020.60037737,8.493470440000001
2023-04-11 16:06:31.100,40.37705,-74.62143666666667,2.4,107.0,21.0,1020.60037737,7.16106048
2023-04-11 16:06:32.100,40.37699166666667,-74.621435,2.1,135.3,21.0,1020.70196907,5.36050648
2023-04-11 16:06:33.100,40.376961666666666,-74.621425,1.4,124.0,21.0,1020.70196907,3.5959635600000004
2023-04-11 16:06:34.100,40.37694666666667,-74.62140666666667,1.6,120.4,21.0,1020.70196907,2.65967548
2023-04-11 16:06:35.100,40.37694666666667,-74.62137833333334,1.3,110.6,21.0,1020.80017438,2.2378314
2023-04-11 16:06:36.100,40.376955,-74.62135666666667,1.1,84.6,21.0,1020.90176608,2.20696476
2023-04-11 16:06:37.100,40.37697,-74.62134,0.6,111.0,21.0,1020.90176608,2.057776
2023-04-11 16:06:38.100,40.37698666666667,-74.62132833333334,1.0,75.9,21.0,1020.90176608,2.01662048
2023-04-11 16:06:39.100,40.377005,-74.621325,1.3,54.1,21.0,1020.80017438,2.04748712
2023-04-11 16:06:40.100,40.37701666666667,-74.62132666666666,1.5,53.9,21.0,1020.60037737,1.25009892
2023-04-11 16:06:41.100,40.37702166666666,-74.62133,1.2,6.1,21.0,1020.60037737,0.257222
2023-04-11 16:06:42.100,40.377025,-74.62133166666666,0.6,319.1,21.0,1020.70196907,0.28808864
2023-04-11 16:06:43.100,40.37703,-74.62133333333334,0.4,132.9,21.0,1020.60037737,0.50415512
2023-04-11 16:06:44.100,40.37703666666667,-74.62133333333334,0.5,164.7,21.0,1020.50217206,1.74396516
2023-04-11 16:06:45.100,40.37705166666667,-74.62133833333333,0.8,70.8,21.0,1020.60037737,2.96834188
2023-04-11 16:06:46.100,40.37708666666666,-74.62135,0.9,109.5,21.0,1020.70196907,4.7586070000000005
2023-04-11 16:06:47.100,40.377138333333335,-74.62136,1.2,108.8,21.0,1020.90176608,6.2247724
2023-04-11 16:06:48.100,40.377206666666666,-74.62137,1.8,101.3,21.0,1020.99997139,7.82469324
2023-04-11 16:06:49.100,40.37729,-74.621375,2.8,94.8,21.0,1020.99997139,9.40403632
2023-04-11 16:06:50.100,40.377385,-74.62138,3.0,106.3,21.0,1020.99997139,11.05025712
2023-04-11 16:06:51.100,40.377498333333335,-74.62138166666666,3.2,95.8,21.0,1020.99997139,12.408389280000002
2023-04-11 16:06:52.100,40.37762,-74.621385,3.6,93.3,21.0,1020.99997139,13.56588828
2023-04-11 16:06:53.100,40.377755,-74.62138833333333,3.6,86.0,21.0,1020.99997139,14.93430932
2023-04-11 16:06:54.100,40.377896666666665,-74.62139166666667,4.2,87.2,21.0,1020.90176608,15.8448752
2023-04-11 16:06:55.100,40.37804666666667,-74.62139333333333,3.5,91.9,20.9,1020.80017438,16.93035204
2023-04-11 16:06:56.100,40.37820333333333,-74.62139666666667,3.4,110.6,20.9,1020.70196907,17.49624044
2023-04-11 16:06:57.100,40.378366666666665,-74.6214,4.4,103.7,20.9,1020.60037737,18.27819532
2023-04-11 16:06:58.100,40.378535,-74.621405,5.1,87.3,20.9,1020.60037737,18.79778376
2023-04-11 16:06:59.100,40.378706666666666,-74.62140833333333,4.6,87.1,20.9,1020.50217206,19.20419452
2023-04-11 16:07:00.100,40.378881666666665,-74.62141333333334,5.8,71.1,20.9,1020.29898866,19.548872
2023-04-11 16:07:01.100,40.37905833333333,-74.62141666666666,5.9,69.2,20.9,1020.20078335,19.564305320000003
2023-04-11 16:07:02.100,40.37923666666666,-74.62142,6.2,74.7,20.9,1020.09919165,19.68262744
2023-04-11 16:07:03.100,40.379415,-74.621425,5.6,77.3,20.9,1020.00098634,19.77522736
2023-04-11 16:07:04.100,40.379595,-74.621435,4.7,71.1,20.9,1019.80118933,19.96557164
2023-04-11 16:07:05.100,40.37977333333333,-74.62144666666667,4.8,76.2,20.9,1019.69959763,19.89869392
2023-04-11 16:07:06.100,40.379955,-74.621465,5.2,74.9,20.9,1019.60139232,20.02730492
2023-04-11 16:07:07.100,40.380135,-74.621495,8.6,88.7,20.9,1019.49980062,20.0118716
2023-04-11 16:07:08.100,40.38031333333333,-74.621535,8.2,90.2,20.8,1019.49980062,20.13533816
2023-04-11 16:07:09.100,40.38049166666666,-74.62158666666667,9.2,86.9,20.8,1019.40159531,20.150771480000003
2023-04-11 16:07:10.100,40.38066666666667,-74.62165,9.7,82.7,20.8,1019.30000361,20.29996024
2023-04-11 16:07:11.100,40.38084,-74.62172,9.1,82.3,20.8,1019.2017983,20.2948158
2023-04-11 16:07:12.100,40.381015,-74.62179333333333,8.6,71.7,20.8,1019.1002066,20.36683796
2023-04-11 16:07:13.100,40.38119,-74.62186833333334,7.4,78.4,20.8,1019.1002066,20.60862664
2023-04-11 16:07:14.100,40.381366666666665,-74.621945,6.4,80.0,20.8,1019.1002066,20.60862664
2023-04-11 16:07:15.100,40.38154333333333,-74.62202,6.2,80.5,20.8,1019.00200129,20.72180432
2023-04-11 16:07:16.100,40.38172,-74.622095,4.9,77.4,20.8,1019.1002066,20.89671528
2023-04-11 16:07:17.100,40.3819,-74.62217333333334,3.9,75.1,20.8,1019.00200129,20.99960408
2023-04-11 16:07:18.100,40.38208,-74.62225,6.1,74.2,20.8,1019.1002066,21.02018184
2023-04-11 16:07:19.100,40.38226333333333,-74.622325,4.4,90.9,20.8,1019.00200129,21.08191512
2023-04-11 16:07:20.100,40.382445,-74.62239833333334,4.9,71.0,20.8,1018.80220428,21.08191512
2023-04-11 16:07:21.100,40.38262666666667,-74.62247333333333,4.9,72.6,20.8,1018.80220428,21.102492880000003
2023-04-11 16:07:22.100,40.38280833333334,-74.622545,4.3,77.2,20.8,1018.70061258,21.05619292
2023-04-11 16:07:23.100,40.38298666666667,-74.62261833333334,4.3,82.4,20.8,1018.70061258,20.865848640000003
2023-04-11 16:07:24.100,40.38316666666667,-74.62269166666667,5.2,75.1,20.8,1018.50081557,20.87613752
2023-04-11 16:07:25.100,40.383345,-74.622765,5.3,78.4,20.8,1018.39922387,20.834982
2023-04-11 16:07:26.100,40.383523333333336,-74.62284,4.1,70.6,20.8,1018.19942686,20.8864264
2023-04-11 16:07:27.100,40.38370166666667,-74.622915,4.2,72.6,20.8,1018.19942686,20.89671528
2023-04-11 16:07:28.100,40.383878333333335,-74.62299333333333,3.1,61.6,20.8,1018.10122155,20.809259800000003
2023-04-11 16:07:29.100,40.384055,-74.62307333333334,4.2,82.0,20.8,1018.19942686,20.76295984
2023-04-11 16:07:30.100,40.384231666666665,-74.62315666666667,4.9,80.6,20.8,1018.19942686,20.69608212
2023-04-11 16:07:31.100,40.38440666666666,-74.62324333333333,6.0,71.8,20.8,1018.30101856,20.74238208
2023-04-11 16:07:32.100,40.384575,-74.62334333333334,5.9,80.1,20.8,1018.30101856,20.66521548
2023-04-11 16:07:33.100,40.38474,-74.623455,8.5,81.1,20.8,1018.30101856,20.82469312
2023-04-11 16:07:34.100,40.38489833333333,-74.623585,10.9,75.7,20.8,1018.30101856,20.57776
2023-04-11 16:07:35.100,40.38504833333333,-74.62372833333333,11.7,71.5,20.8,1018.30101856,20.63434884
2023-04-11 16:07:36.100,40.38519166666666,-74.62388333333334,11.5,63.9,20.7,1018.30101856,20.60862664
2023-04-11 16:07:37.100,40.38533,-74.624045,10.5,58.6,20.7,1018.39922387,20.61891552
2023-04-11 16:07:38.100,40.38546,-74.62421833333333,11.4,60.8,20.7,1018.50081557,20.40284904
2023-04-11 16:07:39.100,40.38558166666667,-74.62439666666667,9.9,61.0,20.7,1018.70061258,20.17134924
2023-04-11 16:07:40.100,40.3857,-74.62457833333333,10.0,59.9,20.7,1018.90040959,20.166204800000003
2023-04-11 16:07:41.100,40.38581333333333,-74.62476166666667,7.8,57.0,20.7,1018.90040959,19.79066068
2023-04-11 16:07:42.100,40.38592333333333,-74.62494,6.6,65.7,20.7,1019.1002066,19.2402056
2023-04-11 16:07:43.100,40.386028333333336,-74.62510833333333,4.1,58.7,20.7,1019.2017983,18.679461640000003
2023-04-11 16:07:44.100,40.38612666666667,-74.62526666666666,2.2,71.3,20.7,1019.40159531,17.19271848
2023-04-11 16:07:45.100,40.38622,-74.62540833333334,1.6,111.5,20.7,1019.49980062,15.45389776
2023-04-11 16:07:46.100,40.38631,-74.62553166666666,2.5,158.2,20.7,1019.60139232,13.823110280000002
2023-04-11 16:07:47.100,40.386395,-74.62563666666667,2.5,183.4,20.7,1019.60139232,12.20261168
2023-04-11 16:07:48.100,40.38648,-74.62571666666666,3.0,195.9,20.7,1019.69959763,11.2920458
2023-04-11 16:07:49.100,40.386561666666665,-74.625775,2.3,213.0,20.7,1019.69959763,10.04194688
2023-04-11 16:07:50.100,40.38663666666667,-74.62582333333333,0.7,223.4,20.8,1019.69959763,9.48120292
2023-04-11 16:07:51.100,40.386716666666665,-74.62587333333333,1.4,220.0,20.8,1019.80118933,10.24772448
2023-04-11 16:07:52.100,40.38679833333333,-74.62592333333333,0.4,293.5,20.8,1019.80118933,9.99564692
2023-04-11 16:07:53.100,40.38687333333333,-74.62596833333333,1.0,19.8,20.8,1019.80118933,8.745548
2023-04-11 16:07:54.100,40.38693666666666,-74.62600833333333,1.3,3.1,20.8,1019.80118933,7.397704720000001
2023-04-11 16:07:55.100,40.386988333333335,-74.626035,1.4,3.3,20.9,1019.89939464,5.16501776
2023-04-11 16:07:56.100,40.38702333333333,-74.62604166666667,1.4,314.7,20.9,1020.00098634,3.3387415600000003
2023-04-11 16:07:57.100,40.387051666666665,-74.62603333333334,2.2,304.2,20.9,1019.89939464,2.37673128
2023-04-11 16:07:58.100,40.38706166666667,-74.62600833333333,1.4,305.3,20.9,1020.09919165,2.2686980400000003
2023-04-11 16:07:59.100,40.38706166666667,-74.62598,0.4,303.3,20.9,1020.09919165,2.45904232
2023-04-11 16:08:00.100,40.38705333333333,-74.62595166666667,0.4,303.1,21.0,1020.20078335,2.5927977600000003
2023-04-11 16:08:01.100,40.387035,-74.625925,0.8,338.7,21.0,1020.20078335,3.1020973200000004
2023-04-11 16:08:02.100,40.38701,-74.625895,0.9,343.4,21.0,1020.20078335,4.17728528
2023-04-11 16:08:03.100,40.38698,-74.62586666666667,1.6,8.0,21.0,1020.09919165,4.46022948
2023-04-11 16:08:04.100,40.386945,-74.62584,0.9,24.9,21.0,1020.29898866,4.67115152
2023-04-11 16:08:05.100,40.38690833333333,-74.625815,1.3,51.1,21.0,1020.29898866,4.69172928
2023-04-11 16:08:06.100,40.38687,-74.625795,1.3,62.6,21.0,1020.29898866,4.63514044
2023-04-11 16:08:07.100,40.38682833333333,-74.62578166666667,1.2,86.3,21.0,1020.50217206,4.53225164
2023-04-11 16:08:08.100,40.386788333333335,-74.62577666666667,1.1,94.1,21.0,1020.50217206,4.115552
2023-04-11 16:08:09.100,40.38675333333333,-74.62578166666667,1.5,139.7,21.0,1020.60037737,3.09180844
2023-04-11 16:08:10.100,40.38673333333333,-74.62579166666667,1.3,143.2,21.0,1020.80017438,1.70795408
2023-04-11 16:08:11.100,40.386721666666666,-74.62579833333334,1.0,126.5,21.0,1020.90176608,0.63791056
2023-04-11 16:08:12.100,40.386716666666665,-74.62579666666667,0.7,122.5,21.0,1020.90176608,0.04629996
2023-04-11 16:08:13.100,40.386716666666665,-74.625795,0.5,93.1,21.0,1020.90176608,0.01028888
2023-04-11 16:08:14.100,40.386716666666665,-74.625795,0.7,111.8,21.1,1020.80017438,0.00514444
2023-04-11 16:08:15.100,40.386716666666665,-74.625795,0.6,56.8,21.1,1020.70196907,0.00514444
2023-04-11 16:08:16.100,40.386716666666665,-74.625795,0.7,25.7,21.1,1020.70196907,0.00514444
2023-04-11 16:08:17.100,40.386716666666665,-74.625795,0.2,129.5,21.1,1020.60037737,0.00514444
2023-04-11 16:08:18.100,40.386716666666665,-74.625795,0.7,149.2,21.1,1020.70196907,0.0
2023-04-11 16:08:19.100,40.386716666666665,-74.625795,0.7,143.1,21.1,1020.70196907,0.0257222
2023-04-11 16:08:20.100,40.386716666666665,-74.625795,0.7,130.9,21.1,1020.70196907,0.00514444
2023-04-11 16:08:21.100,40.386716666666665,-74.625795,0.7,105.4,21.1,1020.80017438,0.01028888
2023-04-11 16:08:22.100,40.386716666666665,-74.625795,1.0,105.7,21.1,1020.80017438,0.01028888
2023-04-11 16:08:23.100,40.386716666666665,-74.625795,1.0,93.4,21.1,1020.90176608,0.01543332
2023-04-11 16:08:24.100,40.386716666666665,-74.625795,0.7,70.0,21.1,1020.90176608,0.00514444
2023-04-11 16:08:25.100,40.386716666666665,-74.625795,0.6,96.8,21.1,1020.99997139,0.0
2023-04-11 16:08:26.100,40.386716666666665,-74.625795,0.7,106.0,21.2,1021.10156309,0.0
